url,label
http://auth-github.xyz,phishing
http://google.info,legitimate
http://quickcash-github.com,loan_scam
https://google.info,legitimate
https://doublemoney-netflix.com,investment_scam
http://microsoft.xyz,legitimate
http://invest-paypal.co,investment_scam
https://credit-amazon.com,loan_scam
https://secure-paypal.com,phishing
http://job-netflix.com,job_scam
https://doublemoney-github.co,investment_scam
https://free-microsoft.org,giveaway_scam
https://free-amazon.net,giveaway_scam
http://trading-paypal.xyz,investment_scam
https://loan-microsoft.xyz,loan_scam
http://easyloan-apple.xyz,loan_scam
http://hiring-google.net,job_scam
http://forex-google.com,investment_scam
https://win-linkedin.net,giveaway_scam
https://netflix.com,legitimate
http://career-google.com,job_scam
https://loan-github.com,loan_scam
https://finance-amazon.info,loan_scam
https://login-netflix.org,phishing
https://invest-amazon.net,investment_scam
http://crypto-paypal.org,investment_scam
https://win-paypal.xyz,giveaway_scam
http://finance-google.info,loan_scam
http://forex-microsoft.co,investment_scam
https://github.org,legitimate
http://github.org,legitimate
http://github.info,legitimate
https://amazon.com,legitimate
http://login-amazon.com,phishing
http://instantloan-amazon.co,loan_scam
https://profit-google.xyz,investment_scam
https://verify-apple.com,phishing
https://apple.info,legitimate
https://profit-linkedin.xyz,investment_scam
https://google.info,legitimate
https://bonus-paypal.co,giveaway_scam
http://loan-netflix.com,loan_scam
https://account-linkedin.com,phishing
http://google.xyz,legitimate
https://reward-netflix.org,giveaway_scam
http://job-linkedin.xyz,job_scam
https://finance-microsoft.xyz,loan_scam
https://bonus-amazon.net,giveaway_scam
https://prize-facebook.xyz,giveaway_scam
http://workfromhome-netflix.xyz,job_scam
https://loan-facebook.co,loan_scam
http://account-apple.co,phishing
https://login-netflix.net,phishing
https://career-netflix.com,job_scam
http://prize-github.xyz,giveaway_scam
http://amazon.com,legitimate
https://finance-github.com,loan_scam
https://bonus-amazon.net,giveaway_scam
https://github.info,legitimate
https://loan-microsoft.xyz,loan_scam
http://bonus-microsoft.info,giveaway_scam
https://hiring-github.xyz,job_scam
https://giveaway-github.org,giveaway_scam
http://login-google.co,phishing
http://verify-linkedin.net,phishing
http://facebook.net,legitimate
http://free-microsoft.com,giveaway_scam
https://bonus-paypal.xyz,giveaway_scam
http://workfromhome-facebook.co,job_scam
http://bonus-microsoft.co,giveaway_scam
http://workfromhome-amazon.com,job_scam
http://verify-paypal.info,phishing
http://win-amazon.com,giveaway_scam
http://login-github.com,phishing
http://invest-github.xyz,investment_scam
http://profit-netflix.co,investment_scam
http://workfromhome-microsoft.info,job_scam
http://secure-facebook.org,phishing
http://amazon.com,legitimate
https://auth-microsoft.xyz,phishing
http://trading-linkedin.co,investment_scam
http://trading-paypal.com,investment_scam
https://verify-apple.com,phishing
https://giveaway-google.net,giveaway_scam
https://profit-paypal.org,investment_scam
https://free-apple.org,giveaway_scam
https://auth-linkedin.org,phishing
https://giveaway-google.xyz,giveaway_scam
https://account-github.info,phishing
http://easyloan-apple.com,loan_scam
https://update-linkedin.net,phishing
http://workfromhome-apple.com,job_scam
http://loan-paypal.com,loan_scam
https://update-google.info,phishing
https://facebook.net,legitimate
http://auth-linkedin.info,phishing
http://invest-github.com,investment_scam
https://free-facebook.xyz,giveaway_scam
https://win-amazon.info,giveaway_scam
https://workfromhome-netflix.org,job_scam
http://account-facebook.net,phishing
http://doublemoney-microsoft.xyz,investment_scam
http://forex-microsoft.org,investment_scam
http://hiring-google.com,job_scam
https://linkedin.com,legitimate
http://bonus-facebook.co,giveaway_scam
https://career-microsoft.net,job_scam
http://hiring-amazon.co,job_scam
https://quickcash-linkedin.co,loan_scam
http://credit-github.com,loan_scam
http://amazon.info,legitimate
http://trading-apple.co,investment_scam
http://linkedin.xyz,legitimate
http://apply-linkedin.xyz,job_scam
https://hiring-amazon.org,job_scam
http://quickcash-apple.com,loan_scam
https://secure-github.info,phishing
http://reward-google.net,giveaway_scam
https://apple.xyz,legitimate
http://login-amazon.info,phishing
https://prize-microsoft.org,giveaway_scam
https://login-github.org,phishing
https://linkedin.net,legitimate
https://career-facebook.org,job_scam
https://crypto-paypal.com,investment_scam
http://hiring-facebook.co,job_scam
https://instantloan-linkedin.info,loan_scam
https://apply-apple.xyz,job_scam
https://verify-google.xyz,phishing
https://win-apple.org,giveaway_scam
http://job-netflix.info,job_scam
http://free-google.com,giveaway_scam
http://login-microsoft.co,phishing
