url,label
http://app.google.net/user/auth,legitimate
http://secure.dropbox.com/update-info,legitimate
http://login.spotify.com,legitimate
https://secure.paypal.co/login,legitimate
http://app.microsoft.org/account/overview,legitimate
http://secure.amazon.com/account/overview,legitimate
https://secure.google.co/profile/settings,legitimate
http://app.spotify.xyz,legitimate
https://www.dropbox.xyz/update-info,legitimate
https://www.amazon.com/billing,legitimate
https://app.netflix.org/session/start,legitimate
http://www.dropbox.co,legitimate
http://secure.adobe.org,legitimate
http://app.zoom.com/login,legitimate
https://app.microsoft.com/signin,legitimate
https://secure.paypal.info,legitimate
https://app.netflix.net/help-center,legitimate
https://secure.dropbox.co/update-info,legitimate
http://secure.spotify.com,legitimate
http://www.netflix.xyz,legitimate
http://secure.microsoft.co,legitimate
https://spotify.xyz,legitimate
https://app.zoom.com/dashboard,legitimate
https://app.google.co,legitimate
http://app.zoom.xyz,legitimate
http://app.netflix.net,legitimate
http://app.dropbox.info/account/overview,legitimate
https://paypal.net,legitimate
http://secure.amazon.com,legitimate
http://secure.netflix.co/help-center,legitimate
https://login.paypal.xyz,legitimate
https://app.microsoft.info,legitimate
https://www.amazon.net/login,legitimate
http://www.dropbox.com/login,legitimate
http://amazon.org/update-info,legitimate
https://secure.zoom.net,legitimate
https://secure.paypal.info/user/auth,legitimate
https://secure.facebook.info,legitimate
http://zoom.com,legitimate
https://www.amazon.net/billing,legitimate
http://www.microsoft.org,legitimate
http://login.adobe.com/help-center,legitimate
http://www.amazon.net,legitimate
https://secure.paypal.com/login,legitimate
https://secure.instagram.org,legitimate
https://www.netflix.org/login,legitimate
http://facebook.com,legitimate
http://login.google.com,legitimate
http://dropbox.xyz,legitimate
https://login.amazon.net,legitimate
http://dropbox.info,legitimate
https://www.instagram.xyz,legitimate
http://secure.instagram.net,legitimate
https://app.adobe.com/signin,legitimate
http://login.amazon.net,legitimate
http://facebook.net/dashboard,legitimate
https://app.spotify.co,legitimate
http://login.zoom.org,legitimate
http://app.netflix.com,legitimate
http://app.instagram.co/account/overview,legitimate
http://app.zoom.co,legitimate
http://secure.amazon.org/account/overview,legitimate
http://app.zoom.net,legitimate
https://spotify.com/dashboard,legitimate
http://login.facebook.co/dashboard,legitimate
http://app.instagram.com,legitimate
http://www.zoom.xyz/help-center,legitimate
https://www.dropbox.net,legitimate
http://microsoft.net,legitimate
https://www.microsoft.org/user/auth,legitimate
https://secure.google.net/billing,legitimate
https://www.instagram.net/update-info,legitimate
https://app.facebook.com,legitimate
https://login.facebook.info,legitimate
https://google.org/session/start,legitimate
http://login.amazon.info/account/overview,legitimate
https://login.dropbox.com/signin,legitimate
http://instagram.xyz,legitimate
http://secure.facebook.com,legitimate
https://app.dropbox.xyz,legitimate
https://app.spotify.xyz,legitimate
https://login.instagram.net/profile/settings,legitimate
http://login.dropbox.org,legitimate
http://app.instagram.net,legitimate
https://secure.adobe.info,legitimate
https://netflix.org,legitimate
https://www.amazon.xyz/update-info,legitimate
http://google.net,legitimate
http://secure.adobe.xyz,legitimate
https://secure.adobe.net/login,legitimate
http://www.microsoft.net,legitimate
https://login.google.net,legitimate
http://www.adobe.info,legitimate
https://login.adobe.xyz,legitimate
https://secure.spotify.net,legitimate
https://app.adobe.net,legitimate
https://secure.spotify.xyz/billing,legitimate
http://www.instagram.org/help-center,legitimate
http://www.netflix.net/dashboard,legitimate
http://secure.amazon.info/billing,legitimate
https://www.google.info/signin,legitimate
http://secure.dropbox.info/account/overview,legitimate
https://secure.microsoft.co,legitimate
http://www.adobe.org,legitimate
http://app.microsoft.xyz,legitimate
https://secure.netflix.net,legitimate
http://login.microsoft.co,legitimate
http://secure.zoom.net,legitimate
http://app.google.info/billing,legitimate
https://secure.facebook.org,legitimate
https://instagram.info/help-center,legitimate
http://www.facebook.xyz/login,legitimate
http://www.paypal.com,legitimate
http://secure.netflix.xyz/update-info,legitimate
https://app.instagram.net,legitimate
http://app.netflix.com,legitimate
https://secure.dropbox.info,legitimate
http://login.amazon.xyz,legitimate
http://app.amazon.xyz,legitimate
http://dropbox.org,legitimate
https://login.amazon.xyz/profile/settings,legitimate
https://secure.amazon.org,legitimate
https://secure.netflix.net,legitimate
https://login.dropbox.info,legitimate
https://www.facebook.com/billing,legitimate
http://login.adobe.co,legitimate
https://secure.google.org/update-info,legitimate
https://app.instagram.org,legitimate
https://spotify.co,legitimate
http://secure.paypal.info,legitimate
http://secure.adobe.info,legitimate
http://www.instagram.info,legitimate
https://login.zoom.org,legitimate
https://login.microsoft.org/billing,legitimate
https://app.instagram.net/update-info,legitimate
https://login.amazon.xyz/update-info,legitimate
https://login.instagram.co,legitimate
http://app.paypal.net/session/start,legitimate
http://www.spotify.org/login,legitimate
https://secure.netflix.com,legitimate
https://secure.adobe.info/login,legitimate
https://adobe.com,legitimate
http://dropbox.net/signin,legitimate
https://www.amazon.com,legitimate
https://login.dropbox.co/help-center,legitimate
https://secure.adobe.org,legitimate
https://login.instagram.co/user/auth,legitimate
http://www.zoom.org,legitimate
http://www.paypal.co/login,legitimate
https://login.adobe.info/update-info,legitimate
https://secure.instagram.com,legitimate
https://login.zoom.xyz,legitimate
http://microsoft.co/dashboard,legitimate
https://netflix.com/session/start,legitimate
https://adobe.info,legitimate
https://login.instagram.co,legitimate
http://dropbox.info,legitimate
https://google.net,legitimate
http://app.zoom.co/dashboard,legitimate
https://secure.spotify.org/signin,legitimate
https://secure.zoom.com,legitimate
https://app.facebook.xyz/dashboard,legitimate
https://secure.microsoft.org,legitimate
https://spotify.info/session/start,legitimate
https://secure.amazon.co,legitimate
http://login.zoom.info,legitimate
http://app.spotify.co,legitimate
https://www.google.org,legitimate
https://secure.adobe.com/signin,legitimate
http://app.netflix.co/profile/settings,legitimate
http://paypal.info,legitimate
http://app.adobe.co,legitimate
https://secure.adobe.net,legitimate
http://www.microsoft.co,legitimate
http://app.amazon.info/help-center,legitimate
https://app.google.xyz/signin,legitimate
https://secure.netflix.co,legitimate
https://login.spotify.info,legitimate
https://www.paypal.co/profile/settings,legitimate
http://secure.facebook.xyz,legitimate
https://www.microsoft.info,legitimate
http://login.spotify.org,legitimate
https://login.amazon.info/dashboard,legitimate
https://www.zoom.com,legitimate
https://login.facebook.xyz/user/auth,legitimate
https://login.zoom.info,legitimate
https://spotify.co/session/start,legitimate
http://secure.amazon.com,legitimate
http://www.adobe.xyz/login,legitimate
http://facebook.org/profile/settings,legitimate
http://login.paypal.info,legitimate
http://www.netflix.com,legitimate
https://www.dropbox.info,legitimate
http://secure.paypal.xyz/session/start,legitimate
http://app.adobe.xyz,legitimate
http://app.adobe.co/profile/settings,legitimate
https://app.adobe.net,legitimate
https://www.amazon.info,legitimate
https://instagram.xyz/login,legitimate
http://secure.dropbox.org,legitimate
http://app.dropbox.net,legitimate
https://www.zoom.xyz/login,legitimate
https://adobe.co/dashboard,legitimate
http://app.instagram.xyz,legitimate
http://login.netflix.org,legitimate
https://app.netflix.info,legitimate
https://facebook.info,legitimate
http://secure.paypal.co/profile/settings,legitimate
http://login.instagram.com,legitimate
https://secure.dropbox.xyz,legitimate
http://www.zoom.info/help-center,legitimate
https://www.dropbox.xyz/billing,legitimate
https://secure.zoom.com/login,legitimate
https://adobe.com/help-center,legitimate
http://secure.microsoft.org,legitimate
https://www.dropbox.info,legitimate
https://secure.dropbox.org/account/overview,legitimate
http://secure.adobe.net,legitimate
http://app.zoom.co,legitimate
https://secure.google.org/user/auth,legitimate
https://www.amazon.xyz,legitimate
http://app.google.net,legitimate
